Replicate,File Name,Sample Type,Molecule Name,Analyte Concentration,Area,Product Mz,Background,Points Across Peak,RatioLightToHeavy,Slope,Intercept,R Squared,Error Message,Accuracy,Calculated Concentration,Fwhm,Precursor Mz,Fragment Ion Type,Isotope Label Type,Normalized Area
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,2′deoxycytidine,10,2663750,337.15553,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,-212.6%,-2.1262E+1,0.03,337.15553,precursor,heavyD5,4.0497E-2
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,2′deoxycytidine,20,2166910,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,65.5%,1.3100E+1,0.03,337.15553,precursor,heavyD5,8.0776E-2
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,2′deoxycytidine,30,1776060,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,99.8%,2.9926E+1,0.03,337.15553,precursor,heavyD5,1.0050E-1
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,2′deoxycytidine,50,1995105,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,43.6%,2.1790E+1,0.03,337.15553,precursor,heavyD5,9.0963E-2
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,2′deoxycytidine,70,1877631,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,99.1%,6.9404E+1,0.03,337.15553,precursor,heavyD5,1.4678E-1
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,2′deoxycytidine,85,1856858,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,121.6%,1.0332E+2,0.03,337.15553,precursor,heavyD5,1.8653E-1
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,2′deoxycytidine,100,1737268,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,63.8%,6.3758E+1,0.02,337.15553,precursor,heavyD5,1.4016E-1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,2′deoxycytidine,300,2265307,337.15553,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,102.8%,3.0841E+2,0.02,337.15553,precursor,heavyD5,4.2694E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,2′deoxycytidine,500,2498073,337.15553,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,123.2%,6.1593E+2,0.03,337.15553,precursor,heavyD5,7.8743E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,2′deoxycytidine,700,2463829,337.15553,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,100.8%,7.0543E+2,0.03,337.15553,precursor,heavyD5,8.9234E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,2′deoxycytidine,1000,2368400,337.15553,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,115.7%,1.1567E+3,0.03,337.15553,precursor,heavyD5,1.4214E+0
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,2′deoxycytidine,3000,2476192,337.15553,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,96.2%,2.8856E+3,0.03,337.15553,precursor,heavyD5,3.4480E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,2′deoxycytidine,7000,2027167,337.15553,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,100.3%,7.0180E+3,0.03,337.15553,precursor,heavyD5,8.2921E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,2′deoxycytidine,,2266408,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,1.2123E+2,0.02,337.15553,precursor,heavyD5,2.0753E-1
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,2′deoxycytidine,,2447134,337.15553,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,1.3019E+2,0.03,337.15553,precursor,heavyD5,2.1804E-1
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,2′deoxycytidine,,2833066,337.15553,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,7.8553E+1,0.03,337.15553,precursor,heavyD5,1.5750E-1
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,2′deoxycytidine,,2139748,337.15553,0,17,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.6273E+1,0.03,337.15553,precursor,heavyD5,3.4623E-2
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,2′deoxycytidine,,2690611,337.15553,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.3446E+1,0.03,337.15553,precursor,heavyD5,1.4492E-2
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,2′deoxycytidine,,2831843,337.15553,6186,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.4847E+1,0.03,337.15553,precursor,heavyD5,4.8016E-2
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,2′deoxycytidine,,2747485,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.2760E+1,0.02,337.15553,precursor,heavyD5,1.5296E-2
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,2′deoxycytidine,,3037616,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.5018E+1,0.02,337.15553,precursor,heavyD5,3.6094E-2
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,2′deoxycytidine,,2451670,337.15553,48057,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.1293E+1,0.02,337.15553,precursor,heavyD5,2.8738E-2
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,2′deoxycytidine,,2349258,337.15553,919,17,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.4789E+1,0.02,337.15553,precursor,heavyD5,2.4640E-2
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,2′deoxycytidine,,2318712,337.15553,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.3433E+1,0.02,337.15553,precursor,heavyD5,4.9674E-2
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,2′deoxycytidine,,2851193,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.9858E+1,0.02,337.15553,precursor,heavyD5,1.8698E-2
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,2′deoxycytidine,,2590793,337.15553,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.3138E+1,0.03,337.15553,precursor,heavyD5,3.8297E-2
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,2′deoxycytidine,,3393470,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.7526E+1,0.02,337.15553,precursor,heavyD5,9.7093E-3
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,2′deoxycytidine,,2944485,337.15553,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.4972E+1,0.03,337.15553,precursor,heavyD5,3.6147E-2
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,2′deoxycytidine,,3000158,337.15553,242,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.6540E+1,0.02,337.15553,precursor,heavyD5,2.2588E-2
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,2′deoxycytidine,,2547179,337.15553,6811,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.4400E+1,0.03,337.15553,precursor,heavyD5,1.3374E-2
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,2′deoxycytidine,,2310461,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.7398E+1,0.02,337.15553,precursor,heavyD5,4.5026E-2
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,2′deoxycytidine,,2886614,337.15553,12601,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,2.5735E+1,0.01,337.15553,precursor,heavyD5,9.5587E-2
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,2′deoxycytidine,,2539749,337.15553,423,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,2.1587E+2,0.03,337.15553,precursor,heavyD5,3.1847E-1
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,2′deoxycytidine,,2303805,337.15553,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,1.5188E+3,0.03,337.15553,precursor,heavyD5,1.8458E+0
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,2′deoxycytidine,,2238991,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.8845E+1,0.03,337.15553,precursor,heavyD5,4.3330E-2
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,2′deoxycytidine,,2410506,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,7.5045E+1,0.02,337.15553,precursor,heavyD5,1.5339E-1
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,2′deoxycytidine,,3329165,337.15553,325212,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.0068E+1,0.02,337.15553,precursor,heavyD5,4.1896E-2
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,2′deoxycytidine,,2347014,337.15553,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.4459E+1,0.03,337.15553,precursor,heavyD5,4.8472E-2
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,2′deoxycytidine,,0,338.14423,0,21,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-5.5809E+1,0.1,338.14423,precursor,heavyC13,0.0000E+0
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,2′deoxycytidine,,0,338.14423,0,18,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,NaN,0.1,338.14423,precursor,heavyC13,NaN
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,2′deoxycytidine,0,435867,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,-∞,-2.2428E+1,0.02,338.14423,precursor,heavyC13,3.9130E-2
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,2′deoxycytidine,0,516444,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,-∞,-1.4046E+1,0.02,338.14423,precursor,heavyC13,4.8955E-2
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,2′deoxycytidine,0,456279,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,-∞,-3.0156E+1,0.02,338.14423,precursor,heavyC13,3.0071E-2
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,2′deoxycytidine,5,552875,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,-671.9%,-3.3596E+1,0.03,338.14423,precursor,heavyC13,2.6039E-2
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,2′deoxycytidine,10,521538,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,-212.6%,-2.1262E+1,0.03,338.14423,precursor,heavyC13,4.0497E-2
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,2′deoxycytidine,20,599288,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,65.5%,1.3100E+1,0.02,338.14423,precursor,heavyC13,8.0776E-2
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,2′deoxycytidine,30,427180,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,99.8%,2.9926E+1,0.03,338.14423,precursor,heavyC13,1.0050E-1
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,2′deoxycytidine,50,493890,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,43.6%,2.1790E+1,0.03,338.14423,precursor,heavyC13,9.0963E-2
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,2′deoxycytidine,70,422090,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,99.1%,6.9404E+1,0.02,338.14423,precursor,heavyC13,1.4678E-1
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,2′deoxycytidine,85,457312,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,121.6%,1.0332E+2,0.03,338.14423,precursor,heavyC13,1.8653E-1
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,2′deoxycytidine,100,355282,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,63.8%,6.3758E+1,0.02,338.14423,precursor,heavyC13,1.4016E-1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,2′deoxycytidine,300,586705,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,102.8%,3.0841E+2,0.03,338.14423,precursor,heavyC13,4.2694E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,2′deoxycytidine,500,538705,338.14423,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,123.2%,6.1593E+2,0.02,338.14423,precursor,heavyC13,7.8743E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,2′deoxycytidine,700,595837,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,100.8%,7.0543E+2,0.03,338.14423,precursor,heavyC13,8.9234E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,2′deoxycytidine,1000,424910,338.14423,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,115.7%,1.1567E+3,0.03,338.14423,precursor,heavyC13,1.4214E+0
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,2′deoxycytidine,3000,499404,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,96.2%,2.8856E+3,0.03,338.14423,precursor,heavyC13,3.4480E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,2′deoxycytidine,7000,443150,338.14423,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,100.3%,7.0180E+3,0.03,338.14423,precursor,heavyC13,8.2921E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,2′deoxycytidine,,538134,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,1.2123E+2,0.02,338.14423,precursor,heavyC13,2.0753E-1
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,2′deoxycytidine,,433345,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,1.3019E+2,0.03,338.14423,precursor,heavyC13,2.1804E-1
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,2′deoxycytidine,,378641,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,7.8553E+1,0.02,338.14423,precursor,heavyC13,1.5750E-1
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,2′deoxycytidine,,401234,338.14423,0,17,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.6273E+1,0.03,338.14423,precursor,heavyC13,3.4623E-2
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,2′deoxycytidine,,410724,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.3446E+1,0.03,338.14423,precursor,heavyC13,1.4492E-2
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,2′deoxycytidine,,660464,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.4847E+1,0.03,338.14423,precursor,heavyC13,4.8016E-2
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,2′deoxycytidine,,380355,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.2760E+1,0.02,338.14423,precursor,heavyC13,1.5296E-2
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,2′deoxycytidine,,454813,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.5018E+1,0.03,338.14423,precursor,heavyC13,3.6094E-2
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,2′deoxycytidine,,500319,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.1293E+1,0.02,338.14423,precursor,heavyC13,2.8738E-2
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,2′deoxycytidine,,374295,338.14423,0,17,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.4789E+1,0.02,338.14423,precursor,heavyC13,2.4640E-2
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,2′deoxycytidine,,475018,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.3433E+1,0.02,338.14423,precursor,heavyC13,4.9674E-2
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,2′deoxycytidine,,399968,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.9858E+1,0.03,338.14423,precursor,heavyC13,1.8698E-2
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,2′deoxycytidine,,509600,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.3138E+1,0.03,338.14423,precursor,heavyC13,3.8297E-2
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,2′deoxycytidine,,474306,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.7526E+1,0.03,338.14423,precursor,heavyC13,9.7093E-3
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,2′deoxycytidine,,688303,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.4972E+1,0.02,338.14423,precursor,heavyC13,3.6147E-2
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,2′deoxycytidine,,524556,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-3.6540E+1,0.02,338.14423,precursor,heavyC13,2.2588E-2
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,2′deoxycytidine,,366717,338.14423,0,15,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-4.4400E+1,0.03,338.14423,precursor,heavyC13,1.3374E-2
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,2′deoxycytidine,,431926,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.7398E+1,0.02,338.14423,precursor,heavyC13,4.5026E-2
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,2′deoxycytidine,,397002,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,2.5735E+1,0.03,338.14423,precursor,heavyC13,9.5587E-2
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,2′deoxycytidine,,654042,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,2.1587E+2,0.02,338.14423,precursor,heavyC13,3.1847E-1
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,2′deoxycytidine,,450788,338.14423,0,13,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,1.5188E+3,0.03,338.14423,precursor,heavyC13,1.8458E+0
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,2′deoxycytidine,,364133,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.8845E+1,0.02,338.14423,precursor,heavyC13,4.3330E-2
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,2′deoxycytidine,,416168,338.14423,14306,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,7.5045E+1,0.02,338.14423,precursor,heavyC13,1.5339E-1
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,2′deoxycytidine,,438382,338.14423,0,14,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-2.0068E+1,0.03,338.14423,precursor,heavyC13,4.1896E-2
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,2′deoxycytidine,,434971,338.14423,0,16,#N/A,1.1722E-3,6.5420E-2,0.9988,,#N/A,-1.4459E+1,0.03,338.14423,precursor,heavyC13,4.8472E-2
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,2′deoxyguanosine Na,,0,394.1125,0,28,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,2′deoxyguanosine Na,,0,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,NaN,0.15,394.1125,precursor,light,NaN
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,2′deoxyguanosine Na,0,0,394.1125,0,25,#N/A,7.3547E-4,6.8318E-2,0.979,,-∞,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,2′deoxyguanosine Na,0,0,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,-∞,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,2′deoxyguanosine Na,0,3141,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,-∞,-9.2503E+1,0.01,394.1125,precursor,light,2.8506E-4
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,2′deoxyguanosine Na,5,44772,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,-1738.2%,-8.6908E+1,0.04,394.1125,precursor,light,4.3997E-3
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,2′deoxyguanosine Na,10,125503,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,-760.3%,-7.6032E+1,0.03,394.1125,precursor,light,1.2399E-2
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,2′deoxyguanosine Na,20,174397,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,-314.5%,-6.2899E+1,0.04,394.1125,precursor,light,2.2058E-2
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,2′deoxyguanosine Na,30,278800,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,-167.9%,-5.0380E+1,0.03,394.1125,precursor,light,3.1266E-2
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,2′deoxyguanosine Na,50,433079,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,-65.9%,-3.2973E+1,0.04,394.1125,precursor,light,4.4067E-2
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,2′deoxyguanosine Na,70,718155,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,41.7%,2.9161E+1,0.02,394.1125,precursor,light,8.9765E-2
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,2′deoxyguanosine Na,85,845849,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,74.5%,6.3356E+1,0.03,394.1125,precursor,light,1.1491E-1
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,2′deoxyguanosine Na,100,790792,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,41.9%,4.1870E+1,0.04,394.1125,precursor,light,9.9113E-2
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,2′deoxyguanosine Na,300,2932618,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,113.2%,3.3960E+2,0.03,394.1125,precursor,light,3.1809E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,2′deoxyguanosine Na,500,5368895,394.1125,0,23,#N/A,7.3547E-4,6.8318E-2,0.979,,111.9%,5.5936E+2,0.03,394.1125,precursor,light,4.7971E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,2′deoxyguanosine Na,700,7087860,394.1125,0,22,#N/A,7.3547E-4,6.8318E-2,0.979,,112.5%,7.8784E+2,0.04,394.1125,precursor,light,6.4776E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,2′deoxyguanosine Na,1000,10292494,394.1125,22098,23,#N/A,7.3547E-4,6.8318E-2,0.979,,116.1%,1.1610E+3,0.04,394.1125,precursor,light,9.2217E-1
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,2′deoxyguanosine Na,3000,24247952,394.1125,0,21,#N/A,7.3547E-4,6.8318E-2,0.979,,129.8%,3.8928E+3,0.04,394.1125,precursor,light,2.9314E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,2′deoxyguanosine Na,7000,41857432,394.1125,0,19,#N/A,7.3547E-4,6.8318E-2,0.979,,94%,6.5825E+3,0.06,394.1125,precursor,light,4.9096E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,2′deoxyguanosine Na,,2724,394.1125,0,21,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2489E+1,0.01,394.1125,precursor,light,2.9553E-4
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,2′deoxyguanosine Na,,5945,394.1125,0,21,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2001E+1,0.01,394.1125,precursor,light,6.5418E-4
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,2′deoxyguanosine Na,,0,394.1125,0,22,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,2′deoxyguanosine Na,,0,394.1125,0,26,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,2′deoxyguanosine Na,,0,394.1125,0,25,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,2′deoxyguanosine Na,,0,394.1125,0,25,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,2′deoxyguanosine Na,,0,394.1125,0,24,#N/A,7.3547E-4,6.8318E-2,0.979,,#N/A,-9.2890E+1,0.15,394.1125,precursor,light,0.0000E+0
